"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","sep"
"1",0,0.818181818181818,1,1,0.909090909090909,1,0.857142857142857,0.727272727272727,1,0.909090909090909,0.818181818181818,0.9,0.909090909090909,0.9,0.8,1,1,0.909090909090909,0.909090909090909,0.9,0.909090909090909,"tab"
"2",0.818181818181818,0,1,1,0.75,1,0.5,0.6,0.666666666666667,0.75,0.5,0.666666666666667,0.75,0.666666666666667,0.75,1,1,0.75,0.333333333333333,0.666666666666667,0.333333333333333,"tab"
"3",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"tab"
"4",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"tab"
"5",0.909090909090909,0.75,1,1,0,1,0.666666666666667,0.8,1,1,0.75,1,0.666666666666667,1,1,1,1,0.666666666666667,1,1,0.666666666666667,"tab"
"6",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"tab"
"7",0.857142857142857,0.5,1,1,0.666666666666667,1,0,0.75,0.833333333333333,0.857142857142857,0.714285714285714,0.833333333333333,0.666666666666667,0.833333333333333,0.857142857142857,1,1,0.857142857142857,0.666666666666667,0.833333333333333,0.666666666666667,"tab"
"8",0.727272727272727,0.6,1,1,0.8,1,0.75,0,1,0.8,0.25,0.75,0.8,0.75,0.8,1,1,0.8,0.8,0.75,0.8,"tab"
"9",1,0.666666666666667,1,1,1,1,0.833333333333333,1,0,1,1,1,1,1,1,1,1,1,0.5,1,0.5,"tab"
"10",0.909090909090909,0.75,1,1,1,1,0.857142857142857,0.8,1,0,0.75,0.5,0.666666666666667,0.5,0.666666666666667,1,1,1,0.666666666666667,0.5,1,"tab"
"11",0.818181818181818,0.5,1,1,0.75,1,0.714285714285714,0.25,1,0.75,0,0.666666666666667,0.75,0.666666666666667,0.75,1,1,0.75,0.75,0.666666666666667,0.75,"tab"
"12",0.9,0.666666666666667,1,1,1,1,0.833333333333333,0.75,1,0.5,0.666666666666667,0,0.5,0,0.5,1,1,1,0.5,0,1,"tab"
"13",0.909090909090909,0.75,1,1,0.666666666666667,1,0.666666666666667,0.8,1,0.666666666666667,0.75,0.5,0,0.5,0.666666666666667,1,1,1,0.666666666666667,0.5,1,"tab"
"14",0.9,0.666666666666667,1,1,1,1,0.833333333333333,0.75,1,0.5,0.666666666666667,0,0.5,0,0.5,1,1,1,0.5,0,1,"tab"
"15",0.8,0.75,1,1,1,1,0.857142857142857,0.8,1,0.666666666666667,0.75,0.5,0.666666666666667,0.5,0,1,1,1,0.666666666666667,0.5,1,"tab"
"16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,"tab"
"17",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"tab"
"18",0.909090909090909,0.75,1,1,0.666666666666667,1,0.857142857142857,0.8,1,1,0.75,1,1,1,1,0.5,1,0,1,1,0.666666666666667,"tab"
"19",0.909090909090909,0.333333333333333,1,1,1,1,0.666666666666667,0.8,0.5,0.666666666666667,0.75,0.5,0.666666666666667,0.5,0.666666666666667,1,1,1,0,0.5,0.666666666666667,"tab"
"20",0.9,0.666666666666667,1,1,1,1,0.833333333333333,0.75,1,0.5,0.666666666666667,0,0.5,0,0.5,1,1,1,0.5,0,1,"tab"
"21",0.909090909090909,0.333333333333333,1,1,0.666666666666667,1,0.666666666666667,0.8,0.5,1,0.75,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,0,"tab"
